Limmy's Show!,,2012,2 Seasons,British TV Shows_ TV Comedies,"Scottish comic Brian ""Limmy"" Limond headlines this sketch series featuring him in various roles from a TV psychic to costumed adventurer ""Falconhoof."""
Lincoln,Steven Spielberg,2012,150 min,Dramas,Director Steven Spielberg takes on the towering legacy of Abraham Lincoln_ focusing on his stewardship of the Union during the Civil War years.
Lion's Heart,Karim El Sobky,2013,111 min,Action & Adventure_ International Movies,Kidnapped as a child and raised in the circus_ a young lion tamer’s tough side emerges when he gets entangled in an underworld murder mystery.
Listen Up! The Lives of Quincy Jones,Ellen Weissbrod,1990,116 min,Documentaries_ Music & Musicals,Steering clear of convention_ this affecting documentary pays tribute to the life and work of composer_ musician and producer Quincy Jones_ one of the best-known and most respected men in the music industry.
Little Dragon Maiden,Hua Shan,1983,92 min,Action & Adventure_ International Movies_ Romantic Movies,Seeking to improve his combat skills_ a young man falls in love with a woman with mystical powers_ but his past stands in the way of their union.
Little Lunch,,2015,1 Season,Kids' TV_ TV Comedies,Adopting a child's perspective_ this show takes a humorous look at what happens during those action-packed 15 minutes of snack time each day.
Little Lunch: The Halloween Horror Story,Tim Bartley,2016,23 min,Children & Family Movies_ Comedies,When the class puts on a Halloween play about a boy who leaves behind his friends for a scary new place_ it hits too close to home for one student.
Little Lunch: The Nightmare Before Graduation,Robyn Butler,2016,25 min,Children & Family Movies_ Comedies,Mrs. Gonsha's students are excited about the end of primary school – until they discover that a classmate might not move on with them.
Little Men,Ira Sachs,2016,85 min,Dramas_ Independent Movies,Jake and Tony become friends when Jake's dad inherits a home above Tony's mother's shop. Friendship is tested when Jake's dad raises the shop's rent.
Little Nicky,Steve Brill,2000,90 min,Comedies,The devil sends his sweet son Nicky to Earth to bring back his scheming siblings_ who have plans to oust dear old dad from power.
Little Singham aur Kaal ka Mahajaal,Prakash Satam,2018,68 min,Children & Family Movies_ Comedies,When Kaal_ the vilest demon on earth_ threatens to destroy his village_ child cop Little Singham must use his strength and smarts to fight back.
Little Singham Bandarpur Mein Hu Ha Hu,,2019,67 min,Children & Family Movies_ Comedies,Little Singham's sidekick monkey_ Chikki_ is stuck in the magical land of Bandarpur! Can the kid cop save his beloved pet before danger strikes?
Little Singham in London,Prakash Satam,2019,66 min,Children & Family Movies_ Comedies,Little Singham is in London to meet the queen_ but when the famed Kohinoor Diamond gets stolen_ the kid cop goes on a wild_ citywide hunt for the thief.
Little Sister,Zach Clark,2016,91 min,Comedies_ Dramas_ Independent Movies,A former Goth studying to become a nun finds her faith tested when she returns home to visit her brother_ who has been disfigured in the Iraq War.
Liv and Maddie,,2017,4 Seasons,Kids' TV_ TV Comedies,After four years in Hollywood as a television star_ Liv returns to Wisconsin to discover that either she – or her family – has changed.
Lizzie Borden Took an Ax,Nick Gomez,2014,87 min,Thrillers,This made-for-TV drama chronicles the scandal and enduring mystery surrounding Lizzie Borden_ who was tried in 1892 for axing her parents to death.
Lo and Behold: Reveries of the Connected World,Werner Herzog,2016,98 min,Documentaries,Filmmaker Werner Herzog presents a history of the internet_ starting with its birth in 1969_ and ponders the joys and sorrows of its social influence.
Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar),,2017,1 Season,Crime TV Shows_ Docuseries_ International TV Shows,This true crime series investigates newfound evidence and unanswered questions in famous criminal cases_ such as the murder of Asunta Basterra Porto.
Lo que la vida me robó,,2013,1 Season,Crime TV Shows_ International TV Shows_ Romantic TV Shows,In seaside Aguazul_ beautiful Montserrat and her wily mother tangle with lovers_ gangsters_ financial ruin_ obsession – and murder.
Lock_ Stock and Two Smoking Barrels,Guy Ritchie,1998,108 min,Action & Adventure_ Comedies_ Independent Movies,Hoping to make a bundle in a high-stakes poker game_ four shiftless lads from London's East End instead find themselves swimming in debt.
Locke,Steven Knight,2013,85 min,Dramas_ Independent Movies,Over the space of 90 minutes_ Ivan Locke's life spins out of control via a series of phone calls made while he drives down the highway to London.
Lockout,James Mather_ Steve Saint Leger,2012,95 min,Action & Adventure_ International Movies_ Sci-Fi & Fantasy,A government agent wrongly accused of a crime gets a shot at freedom if he can engineer a high-risk rescue mission to outer space.
Loco Love,Fernando Sariñana_ José Luis Gutiérrez,2017,103 min,Dramas_ Independent Movies_ International Movies,A young man and woman fall in love but are threatened to be torn apart by the tensions between their Latino and Caucasian communities in Arizona.
Logan's Run,Michael Anderson,1976,118 min,Action & Adventure_ Classic Movies_ Cult Movies,In the 23rd century_ inhabitants of a domed city exist in a world filled with life's pleasures – but no one is allowed to live past the age of 30.
LoliRock,,2016,2 Seasons,Kids' TV,A teenager with a beautiful voice becomes a pop star but discovers she has powers that come from a magical realm where she's a lost princess.
Lolita,Stanley Kubrick,1962,153 min,Classic Movies_ Dramas_ Romantic Movies,In this black comedy_ an English professor marries his landlady to get closer to his forbidden obsession: her teenage daughter.
London Spy,Jakob Verbruggen,2015,1 Season,British TV Shows_ Crime TV Shows_ International TV Shows,When his reclusive-banker lover disappears_ a hard-partying young British hedonist plunges into the dangerous world of espionage to find the truth.
Long Time Running,Jennifer Baichwal_ Nicholas de Pencier,2017,96 min,Documentaries_ International Movies_ Music & Musicals,This documentary follows the 2016 tour of beloved rock band The Tragically Hip as they make their way across Canada one last time.
Look Out_ Officer,Sze Yu Lau,1990,88 min,Action & Adventure_ Comedies_ International Movies,An officer killed on the job returns to Earth as a ghost to solve his own murder and seek justice with the help of a rookie cop and some funky magic.
Look Who's Back,David Wnendt,2015,116 min,Comedies_ International Movies,When Adolf Hitler reawakens at the site of his former bunker 70 years later_ he's mistaken for a brilliant comedian and becomes a media phenomenon.
Lorai: Play to Live,Parambrata Chatterjee,2015,155 min,Dramas_ International Movies_ Sports Movies,Under a government initiative_ a retired alcoholic soccer player is sent to establish a soccer team in a politically troubled area.
Los 10 años de Peter Capusotto,,2015,1 Season,International TV Shows_ Spanish-Language TV Shows_ TV Comedies,Fictional personality Peter Capusotto parodies Argentine culture and rock music in a series of humorous sketches with recurring characters.
Los Niños Héroes de Chapultepec,Ignacio López Escrivá,2017,88 min,Documentaries_ International Movies,This documentary pays tribute to the young cadets who gave their lives to defend Mexico against U.S. forces during the battle of Chapultepec Castle.
Los tiempos de Pablo Escobar,Alessandro Angulo,2012,1 Season,Crime TV Shows_ Docuseries_ International TV Shows,Featuring never-before-seen images_ personal testimonies and more_ this is the story of one of the most notorious drug smugglers of all time.
Losing Sight of Shore,Sarah Moshman,2017,92 min,Documentaries_ Sports Movies,This documentary recounts the feats of the Coxless Crew_ a team of four women who rowed from San Francisco to Australia in support of two charities.
Lost Girl,,2015,5 Seasons,TV Dramas_ TV Horror_ TV Mysteries,Discovering she's a succubus who sustains herself by feeding on the sexual energy of humans_ seductive Bo sets out on a journey to understand herself.
Love Cuisine,,2015,1 Season,International TV Shows_ Romantic TV Shows_ TV Comedies,A successful Taiwanese chef moves home from Europe to teach at a cooking school. He soon clashes with a pretty teacher he met under odd circumstances.
Love Dot Com: The Social Experiment,Charneice Fox,2019,98 min,Comedies_ Romantic Movies,Sparks fly and romance blooms when Shelby_ a vegan chef_ meets Greg_ a developer – until their opposing views clash.
Love In A Puff,Pang Ho-cheung,2010,103 min,Comedies_ Dramas_ International Movies,When the Hong Kong government enacts a ban on smoking cigarettes indoors_ the new law drives hard-core smokers outside_ facilitating a meeting between Cherie_ a makeup saleswoman_ and Jimmy_ an advertising exec.
Love Ni Bhavai,Saandeep Patel,2017,163 min,Comedies_ International Movies_ Romantic Movies,Not romantically inclined_ a popular radio personality finds herself caught between two diametrically opposed suitors.
Love on Delivery,Stephen Chow,1994,93 min,Action & Adventure_ Comedies_ International Movies,To prove himself to a love interest_ a delivery boy learns dubious kung fu from an aging charlatan so he can challenge his archrival to a fight.
Love Rain,,2012,1 Season,International TV Shows_ Korean TV Shows_ Romantic TV Shows,A story of two couples' journey of new love_ loss and unexpected reunion spans decades_ from the 1970s through present day.
Love Rhythms - Accidental Daddy,,2016,1 Season,International TV Shows_ TV Comedies_ TV Dramas,A successful DJ's bachelor lifestyle is upended by a young woman who claims to be his long lost daughter.
Love Shot,Steven Fine,2018,77 min,Dramas_ Thrillers,A charming hitman questions his profession after learning his next target is the karaoke singer he’s falling in love with.
Love Station,Ahmad Samir Farag,2011,97 min,Comedies_ International Movies_ Romantic Movies,Single coworkers at a radio station are brought together by mutual friends_ but their starry-eyed notions about love may scuttle their romance.
Love You... Love You Not,Sridhar Jetty,2015,115 min,Comedies_ International Movies_ Romantic Movies,A love triangle gets complicated when a female English tutor unknowingly gets between a hot-tempered guy and his off-to-the-United States girlfriend.
Love Your Garden,,2013,1 Season,British TV Shows_ International TV Shows_ Reality TV,Famed horticulturist Alan Titchmarsh hosts this uplifting show in which he and his team travel the U.K. planting dream gardens for deserving citizens.
Love_ Rosie,Christian Ditter,2014,103 min,Comedies_ International Movies_ Romantic Movies,Over the years_ as they come and go in each other's life_ childhood pals Rosie and Alex struggle to resolve the lasting_ intimate bond between them.
LoveTrue,Alma Har'el,2016,82 min,Documentaries,In this blend of documentary and dramatization_ circumstances test notions of love held by a young stripper_ a single-dad surfer and a teen musician.
Loving Annabelle,Katherine Brooks,2006,77 min,Dramas_ Independent Movies_ LGBTQ Movies,An esteemed young poetry teacher at a Catholic boarding school risks everything when she engages in a feverish affair with a female student.
Loving You,Johnnie To,1995,79 min,Dramas_ International Movies,Struggling in a loveless marriage_ a hard-drinking_ workaholic cop finds a chance at redemption after a fateful incident leaves him wounded.
Lucha: Playing the Impossible,Ana Quiroga,2016,98 min,Documentaries_ International Movies_ Sports Movies,"Known simply as ""Lucha_"" field hockey player Luciana Aymar shares her tumultuous and triumphant journey to become the best in the world."
Lucky Days,,2010,1 Season,International TV Shows_ Romantic TV Shows_ TV Comedies,When laidback Ren_ who is about to divorce his money-crazy wife_ finds a time-traveling computer_ he decides to use it to reboot his marriage.
Lucky: No Time for Love,Radhika Rao_ Vinay Sapru,2005,131 min,Dramas_ International Movies_ Romantic Movies,During an uprising in Russia's St. Petersburg_ teen girl Lucky meets handsome Aditya_ the Indian ambassador's son_ and together they flee the chaos.
Lupt,Prabhuraj,2018,110 min,Horror Movies_ International Movies_ Thrillers,Haunted by disturbing visions_ a workaholic takes a vacation with his family_ but a detour leads them to an unsettling stranger and chilling events.
Lusers,Ticoy Rodriguez,2015,100 min,Comedies_ International Movies_ Sports Movies,Three men from different nations must find their way out of the Amazon jungle – on foot – when they get lost on the way to Brazil's World Cup Final.
Ma Chu Ka,Jayan Vannery,2017,117 min,International Movies_ Thrillers,The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception.
Maacher Jhol,Pratim D. Gupta,2017,107 min,Dramas_ International Movies,On his first visit to his home city of Kolkata in 13 years_ a Paris-based chef is faced with a cooking challenge that will change his life forever.
Mac & Devin Go to High School,Dylan C. Brown,2012,76 min,Comedies,Devin Overstreet may be the class valedictorian_ but he hasn't had much life experience. Enter Mac Johnson_ a 10th-year senior and weed dealer.
Macchli Jal Ki Rani Hai,Debaloy Dey,2014,118 min,Horror Movies_ International Movies,After relocating to a different town with her husband_ a housewife begins to sense the existence of a mysterious presence in their new house.
Mad Max,George Miller,1979,93 min,Action & Adventure_ Classic Movies_ Cult Movies,In a post-apocalyptic future_ a malicious gang murders Max's family as an act of retaliation_ forcing Max to hit the open road seeking vengeance.
Mad Men,,2014,7 Seasons,TV Dramas,Set in 1960s New York City_ this award-winning series takes a peek inside an ad agency during an era when the cutthroat business had a glamorous lure.
Mad Money,Callie Khouri_ Jesse V. Johnson,2008,99 min,Comedies,A woman joins the janitorial staff of the Federal Reserve Bank and conspires with two co-workers to pilfer old money that's scheduled to be destroyed.
Mad Ron's Prevues from Hell,Jim Monaco,1987,84 min,Cult Movies_ Horror Movies,This collection cherry-picks trailers_ forgotten scenes and poster art from 47 gory oldies_ including Bay of Blood and The Blood Spattered Bride.
Mad World,Chun Wong,2016,102 min,Dramas_ International Movies,A stockbroker struggling with bipolar disorder goes to live with his estranged father in a cramped flat_ where old resentments bubble to the surface.
Madaari,Nishikant Kamat,2016,134 min,Dramas_ Independent Movies_ International Movies,A bridge under construction collapses in Mumbai_ killing a man's family and launching him on a crusade to bring those responsible to justice.
Maddman: The Steve Madden Story,Ben Patterson,2017,78 min,Documentaries,This documentary chronicles the rise of the footwear designer behind a billion-dollar empire and his subsequent comeback after a financial scandal.
Madre,Aaron Burns,2016,95 min,International Movies_ Thrillers,Pregnant and overwhelmed_ Diana hires a caretaker for her son with severe autism. But she soon begins to fear the new nanny has sinister intentions.
Maggie & Bianca: Fashion Friends,Iginio Straffi,2017,1 Season,Kids' TV_ TV Comedies,Originally polar opposites_ an American fashion student and the daughter of an industry mogul form an everlasting bond and start a rock band in Milan.
Magi: Adventure of Sinbad,,2016,1 Season,Anime Series_ International TV Shows,The Magi who became High King of the Seven Seas started as a boy determined to make the world a better place. He begins with a dangerous dungeon.
Magic Snowflake,Luc Vinciguerra,2013,73 min,Children & Family Movies,Young Nicolas agrees to do Santa's work for one year. But the stress of the job threatens the boy's sense of joy – and Christmas itself.
Magnetic,Thierry Donard,2018,110 min,Action & Adventure_ Documentaries_ International Movies,Attracted to thrills across the globe_ intrepid athletes venture to remote locations in pursuit of their extreme form of bliss.
Magnus,Benjamin Ree,2016,75 min,Children & Family Movies_ Documentaries_ International Movies,This dramatic documentary explores the life and mind of Magnus Carlsen_ the charismatic Norwegian prodigy who became world chess champion.
Mahabharat,Amaan Khan,2013,119 min,Action & Adventure_ Dramas_ International Movies,Two young brothers encounter a singing bird who treats them to a musical reinterpretation of one of India’s most epic ancient tales.
Maharakshak Devi,,2015,1 Season,International TV Shows_ TV Action & Adventure_ TV Sci-Fi & Fantasy,After years spent in isolation_ a young girl with extraordinary powers returns to human society to battle dark_ mythological beings.
Maharakshak: Aryan,,2014,1 Season,International TV Shows_ TV Action & Adventure_ TV Sci-Fi & Fantasy,Shy nerd Aryan learns soon after his 18th birthday that he has inherited superpowers_ which he must use to vanquish a variety of evil threats.
Mahi Way,,2010,1 Season,International TV Shows_ TV Comedies,Though worried she's doomed to be single forever_ Mahi embraces her vivacious and creative nature while working to tame her inner critic.
Mahjong Heroes,Li Pei-Chuan,1981,92 min,Comedies_ International Movies,In this comedy_ characters from all walks of life go head-to-head around the mahjong table in a high-stakes contest of different playing styles.
Mahmut & Meryem,,2013,1 Season,International TV Shows_ Romantic TV Shows_ TV Dramas,In the 16th century_ the heir to a Muslim empire embarks on a dangerous journey to find his true love_ who was taken away by her Christian father.
Maine Pyaar Kyun Kiya,David Dhawan,2005,137 min,Comedies_ International Movies_ Music & Musicals,After lying to his girlfriend_ orthopedic surgeon Samir must conjure up a pretend wife in this musical comedy.
Maine Pyar Kiya,Sooraj R. Barjatya,1989,192 min,Dramas_ International Movies_ Music & Musicals,When the son of a wealthy businessman and the daughter of a struggling engineer fall in love_ the young man's parents question the girl's motives.
Mala Kahich Problem Nahi,Sameer Vidwans,2017,132 min,Dramas_ International Movies,With their relationship running on autopilot_ a discontent husband and wife must confront their issues while on a trip with the extended family.
Malicious,Michael Winnick,2018,91 min,Horror Movies,After receiving a strange present_ a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill.
Man of Tai Chi,Keanu Reeves,2013,105 min,Action & Adventure_ Dramas,In this kung fu tale set in Beijing_ a young man armed with incomparable martial arts skills gets embroiled in the world of underground fight clubs.
Man Up,Ben Palmer,2015,88 min,Comedies_ International Movies_ Romantic Movies,A single woman seizes an opportunity when_ while standing under a train station clock_ she meets a stranger who mistakes her for his blind date.
Man vs Wild with Sunny Leone,,2018,1 Season,International TV Shows_ Reality TV_ TV Action & Adventure,The adventures of Bear Grylls get a unique spin as Bollywood star Sunny Leone hosts the show famous for revealing Bear's wilderness survival skills.
Mandi,Shyam Benegal,1983,155 min,Dramas_ Independent Movies_ International Movies,Forbidden love_ fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madam’s brothel from the heart of Hyderabad.
Mandobasar Galpo,Tathagata Banerjee,2017,103 min,Dramas_ International Movies_ Romantic Movies,With the assistance of a psychiatrist_ an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma.
Manglehorn,David Gordon Green,2014,97 min,Dramas_ Independent Movies,A reclusive small-town locksmith who can't stop writing letters to a lost love meets a kindly bank teller who challenges him to look to the future.
Mango Dreams,John Upchurch,2016,92 min,Dramas_ Independent Movies,Concerned that dementia will soon steal his most cherished memories_ a Hindu doctor hires a Mulsim rickshaw driver to take him to his childhood home.
Manhattan Romance,Tom O'Brien,2014,98 min,Comedies_ Independent Movies_ Romantic Movies,A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.
Manolo: The Boy Who Made Shoes for Lizards,Michael Roberts,2017,89 min,Documentaries_ International Movies,As legendary shoe designer Manolo Blahnik speaks about his creative process_ his celebrity admirers chime in with their own takes on his work.
Mansfield Park,Patricia Rozema,1999,112 min,Comedies_ Dramas_ International Movies,A poor heroine is sent to live with wealthy relatives in 1800s England_ where her wit and writing talent find the room_ and circumstance_ to grow.
Mantostaan,Rahat Kazmi,2017,75 min,Dramas_ Independent Movies_ International Movies,Four stories by writer Sadaat Hasan Manto culminate in a single gruesome drama that's set during the partitioning of the Indian subcontinent.
Mantra,Nicholas Kharkongor,2017,89 min,Dramas_ Independent Movies_ International Movies,An Indian business owner struggles to keep his company afloat amid global competition while trying to make up for lost time with his family.
Mara,Clive Tonge,2017,99 min,Horror Movies_ Thrillers,When criminal psychologist Kate Fuller investigates a man who was seemingly murdered in his sleep by his wife_ she uncovers a case like no other.
Marauders,Steven C. Miller,2016,107 min,Action & Adventure,A series of high-stakes thefts at banks owned by a manipulative millionaire sparks an FBI agent to suspect a sinister plan behind the deadly heists.
Marching Orders,,2018,1 Season,Docuseries,A top-ranked college marching band’s members fight to keep their spots_ memorize routines_ tend to their social lives – and slay the competition.
Mark Gatiss: A Study in Sherlock,Nathan Landeg,2016,29 min,Movies,Mark Gatiss_ who co-created “Sherlock” and plays Mycroft Holmes_ discusses the show with Benedict Cumberbatch_ Martin Freeman and others in the cast.
Maron,,2016,4 Seasons,TV Comedies,Marc Maron stars as Marc Maron_ who interviews fellow comedians for his popular podcast_ only to reveal more about his own neuroses and relationships.
Maroon,Pulkit,2016,94 min,Dramas_ Independent Movies_ International Movies,When his wife goes missing_ university professor Saurabh remains at home while the police investigate_ but his grip on reality loosens as days pass.
Married at First Sight,,2019,1 Season,Reality TV_ Romantic TV Shows,Set up by experts_ four couples meet at the altar for the first time and test their compatibility after the wedding.
Mars,Everardo Gout,2018,2 Seasons,Docuseries_ Science & Nature TV_ TV Dramas,Fact meets fiction in this docudrama chronicling the journey of a spacecraft crew as it embarks in 2033 on a mission to colonize the red planet.
Martial Arts of Shaolin,Chia-Liang Liu,1986,90 min,Action & Adventure_ International Movies,In ancient China_ Zhi Ming trains at the legendary Northern Shaolin temple to avenge the death of his father at the hands of a nefarious magistrate.
Martin Lawrence Live: Runteldat,David Raynr,2002,104 min,Stand-Up Comedy,This provocative film sheds light on actor-comedian Martin Lawrence's roots_ his rise to fame and his walk on the wild side.
Martin Luther: The Idea that Changed the World,David Batty,2017,55 min,Documentaries_ Faith & Spirituality,"This docudrama tells the dramatic story of the monk who took on the Catholic Church_ tracing his life before and after the contentious ""95 Theses."""
Martyrs of Marriage,Deepika Narayan Bhardwaj,2016,83 min,Documentaries_ International Movies,This documentary reveals the cracks in India's anti-dowry act and gives voice to both women and men who've been victimized by the law's abusers.
Marvel & ESPN Films Present: 1 of 1: Genesis,Eric Drath,2014,77 min,Documentaries_ Sports Movies,This documentary explores the connections between elite athletes and Marvel superheroes such as Spider Man_ Black Widow and Captain America.
Marvel's Iron Man & Hulk: Heroes United,Leo Riley_ Eric Radomski,2013,72 min,Action & Adventure_ Sci-Fi & Fantasy,When scientists join Hulk's gamma energy with Tony Stark's Arc Reactor_ the resulting force creates a foe that only the two Marvel heroes can combat.
Mary and the Witch's Flower,Hiromasa Yonebayashi,2017,103 min,Anime Features_ Children & Family Movies,Ordinary girl Mary picks an extraordinary flower and travels to Endor College_ a school for magic. But its foremost teachers have a sinister plan.
Mary Poppins Returns,Rob Marshall,2018,131 min,Children & Family Movies_ Music & Musicals,In 1930s London_ Michael Banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears.
Mary Portas: Secret Shopper,,2016,1 Season,British TV Shows_ International TV Shows_ Reality TV,Retail consultant Mary Portas collaborates with Britain's most complained-about stores to help them better serve fed-up customers.
Masoom,Shekhar Kapur,1983,138 min,Dramas_ Independent Movies_ International Movies,A loving husband and father's joyful family life is rocked to its core upon the discovery that he has a young son borne from a past extramarital affair.
Master,Ui-seok Jo,2016,143 min,Action & Adventure_ International Movies,Needing hard evidence to convict a company chairman of fraud_ an investigator bargains with the company's tech expert to turn over his boss's ledger.
Mater,Pablo D'Alo Abba,2017,80 min,Dramas_ Independent Movies_ International Movies,A single man in his 30s overwhelmed by his domineering mother meets a lesbian couple willing to go to extreme lengths to have a child.
Matichya Chuli,Sudesh Manjrekar_ Atul Kale,2006,132 min,Comedies_ Dramas_ International Movies,A jealous_ possessive mother thinks she is competing with her new daughter-in-law for the affections of her overindulged son.
Max Rose,Daniel Noah,2013,84 min,Dramas_ Independent Movies,An aging jazz musician learns after his wife's death that she may have been unfaithful to him decades before.
May We Chat,Philip Yung,2014,99 min,Dramas_ International Movies,A messaging app unites a mute prostitute_ an unruly rich girl and a stormy young woman_ three Hong Kong teens living in pain and excess.
May You Prosper,Hassan Hegazy_ Shady Ali,2017,93 min,Comedies_ International Movies_ Music & Musicals,A man's inability to conquer his personal insecurities and distrust of other people leads to problems with his on-again_ off-again wife and their son.
Maya Angelou: And Still I Rise,Bob Hercules_ Rita Coburn Whack,2016,114 min,Documentaries,Poet and civil rights activist Maya Angelou is celebrated using her own words set over rare photographs and video illustrating her remarkable life.
Maynard,Samuel D. Pollard,2017,100 min,Documentaries,Friends_ family and political titans recall the impact of Atlanta's Maynard Jackson_ the first African-American mayor of a major Southern city.
Maza Pati Karodpati,Sachin,1988,132 min,Comedies_ International Movies_ Romantic Movies,An orphan girl who has ambitions of marrying a rich man changes her identity to win the heart of a prominent businessman's son.
Me and the Alien,Jesús Magaña Vázquez,2016,83 min,Comedies_ Dramas_ International Movies,Hoping to pump up their sound_ a punk band hires Pepe_ a keyboardist with Down Syndrome_ but tensions erupt when he steals the show with his talent.
Mean Dreams,Nathan Morlando,2016,105 min,Dramas_ Independent Movies_ Thrillers,Desperate to start a new life with his girlfriend_ a teenage boy steals drug money from her father_ who happens to be the town's corrupt lawman.
Mean Streets,Martin Scorsese,1973,112 min,Classic Movies_ Dramas_ Independent Movies,In New York's Little Italy_ a low-level hoodlum wrestles with loyalty to his mobster uncle_ his faith and his friendship with an inveterate gambler.
Meditation Park,Mina Shum,2017,94 min,Dramas,An elderly immigrant matriarch from Hong Kong finally begins to break out of her shell of isolation when she suspects her husband of infidelity.
Medium,Jacek Koprowicz,1985,90 min,Horror Movies_ International Movies_ Thrillers,In 1930s Poland_ a powerful psychic steers a group of strangers toward a fated convergence that ensures survival for one and annihilation for others.
Meet the Trumps: From Immigrant to President,Paul Berczeller_ Mark Radice,2017,48 min,Documentaries,Learn about Donald Trump's family history_ including his immigrant grandfather's gold-rush enterprises and his dad's development of a property empire.
Mega Food,,2013,1 Season,British TV Shows_ Docuseries_ International TV Shows,Visiting the busiest kitchens in the world_ this reality series focuses on large-scale food production – and the people who make it happen.
MegaTruckers,,2012,1 Season,Reality TV,This reality ride-along offers a glimpse into the can-do_ high-stakes world of big rig drivers who haul massive loads of cargo across Australia.
Melle,Binu Ulahhannan,2017,110 min,Dramas_ International Movies_ Romantic Movies,After recovering from a tragic experience_ a young woman makes a journey to her father's homeland and falls in love with a kind-hearted doctor.
Melodies of Life - Born This Way,,2016,1 Season,International TV Shows_ Romantic TV Shows_ TV Comedies,A celebrated pastry chef and his fellow staff members at a bake shop embark on bittersweet adventures in love_ work and friendship.
Melvin Goes to Dinner,Bob Odenkirk,2003,84 min,Comedies_ Dramas_ Independent Movies,When Melvin and his friends gather for dinner_ their casual conversation takes a sharp turn as they begin to disclose raw truths about themselves.
Memoir of a Murderer,Shin-yeon Won,2017,118 min,Dramas_ International Movies_ Thrillers,Hiding his own murderous past_ a man suffering from Alzheimer's must protect his daughter from her boyfriend_ who he suspects is also a serial killer.
Memory Games,Janet Tobias_ Claus Wehlisch,2018,86 min,Documentaries,Glimpse into the brain's vast potential for memorization through the eyes of four competitive memory athletes as they share techniques and insights.
Men in Black,Barry Sonnenfeld,1997,98 min,Action & Adventure_ Comedies_ Sci-Fi & Fantasy,A streetwise cop teams with a veteran government agent to work for a super-secret_ extremely dapper team that monitors extraterrestrials on Earth.
Men in Black II,Barry Sonnenfeld,2002,88 min,Action & Adventure_ Comedies_ Sci-Fi & Fantasy,Will Smith and Tommy Lee Jones reprise their roles as two highly secretive and unofficial government agents dealing with all things evil and alien.
Menorca,John Barnard,2016,81 min,Dramas_ Independent Movies,A hedonistic soccer mom takes a voyage of self-discovery when she tries to reconnect with her son by returning his pet rock to a Mediterranean island.
Merantau,Gareth Evans,2009,112 min,Action & Adventure_ Dramas_ International Movies,In this fast-paced Indonesian thriller_ a young martial arts master travels to Jakarta_ where he saves an orphan from a human-trafficking ring.
Mere Papa Hero Hiralal,,2018,1 Season,International TV Shows_ TV Dramas,A simple auto-rickshaw driver on the streets of Lucknow_ Hiralal Tiwari does everything he can to give his gravely ill daughter a happy life.
Merlí,,2015,1 Season,International TV Shows_ TV Dramas_ Teen TV Shows,An unconventional high school philosophy teacher upsets a few parents and staff_ romances others and inspires all his pupils_ including his gay son.
Merry Men: The Real Yoruba Demons,Toka McBaror,2018,106 min,Comedies_ International Movies,Four of the richest bachelors in Abuja_ Nigeria enjoy a life of fast cars_ palatial homes and female attention while concealing their true activities.
Mexico Diseña,,2016,1 Season,International TV Shows_ Reality TV_ Spanish-Language TV Shows,Young fashion designers vie for the chance to become Mexico's next big talent by competing before judges in grueling tests of creativity and stamina.
Mi Shivajiraje Bhosale Boltoy,Santosh Manjrekar,2009,148 min,Comedies_ International Movies_ Sci-Fi & Fantasy,After a disgruntled man blames his Marathi heritage for his lack of his success_ he is visited by Shivaji_ a great medieval Marathi king.
MI-5,Bharat Nalluri,2015,105 min,Action & Adventure_ Dramas_ International Movies,When a terrorist escapes custody_ MI-5 director Harry Pearce becomes the scapegoat. But the wily veteran still has some spycraft tricks up his sleeve.
Middle School: The Worst Years of My Life,Steve Carr,2016,92 min,Children & Family Movies_ Comedies,At Hills Village Middle School_ budding cartoonist Rafe and best pal Leo challenge their uptight principal by breaking every rule in his handbook.
Midnight Misadventures With Mallika Dua,,2018,1 Season,International TV Shows_ Stand-Up Comedy & Talk Shows_ TV Comedies,In this talk show_ comedian Mallika Dua serves up big laughs as Shalishka and whips up a meal with her celebrity pals who dish on their diets and lives.
Midnight Special,Jeff Nichols,2016,112 min,Action & Adventure_ Sci-Fi & Fantasy,When his son exhibits supernatural powers_ a father takes the youngster on the run to protect him from government authorities and religious fanatics.
Mighty Morphin Alien Rangers,,1996,1 Season,Kids' TV,Visitors arrive from space to help Red Ranger and his squad – temporarily stripped of their powers – fight against Lord Zedd and Rita Repulsa.
Milk,Gus Van Sant,2008,128 min,Dramas_ Independent Movies_ LGBTQ Movies,Sean Penn stars in this biopic about Harvey Milk_ the openly gay San Francisco politician who was murdered by a disgruntled city supervisor in 1978.
Mini Wolf,,2014,2 Seasons,Kids' TV,Mini-Wolf and his fun-loving pals friends are always on the look out for a new adventure – even if it includes a little bit of mischief.
Minnaminugu the FireFly,Anil Thomas,2017,128 min,Dramas_ International Movies,A nameless widow juggles multiple jobs to support her daughter’s decision to study abroad_ only to discover that she has other plans.
